Link,FileName
https://www.upes.ac.in/industry-connect/github,www.upes.ac.in_industry-connect_github.txt
https://www.upes.ac.in/faculty/school-of-computer-science/amar-jindal,www.upes.ac.in_faculty_school-of-computer-science_amar-jindal.txt
https://www.upes.ac.in/school-of-advanced-engineering/btech-engineering/civil-engineering-environmental-engineering,www.upes.ac.in_school-of-advanced-engineering_btech-engineering_civil-engineering-environmental-engineering.txt
https://www.upes.ac.in/school-of-law/upes-law-review,www.upes.ac.in_school-of-law_upes-law-review.txt
https://www.upes.ac.in/student-space/student-committees,www.upes.ac.in_student-space_student-committees.txt
https://www.upes.ac.in/blog/academic-excellence/meet-the-women-scientists-who-are-leading-the-battle-against-covid-19,www.upes.ac.in_blog_academic-excellence_meet-the-women-scientists-who-are-leading-the-battle-against-covid-19.txt
https://www.upes.ac.in/faculty/school-of-advanced-engineering/energy/dr-pushpa-sharma,www.upes.ac.in_faculty_school-of-advanced-engineering_energy_dr-pushpa-sharma.txt
https://www.upes.ac.in/faculty/school-of-advanced-engineering/mechanical/rajesh-maithani,www.upes.ac.in_faculty_school-of-advanced-engineering_mechanical_rajesh-maithani.txt
https://www.upes.ac.in/faculty/school-of-design/gurpreet-singh,www.upes.ac.in_faculty_school-of-design_gurpreet-singh.txt
https://www.upes.ac.in/blog/advanced-engineering/opportunities-for-geology-graduates-pioneers-shaping-earths-future-and-diverse-career-horizons,www.upes.ac.in_blog_advanced-engineering_opportunities-for-geology-graduates-pioneers-shaping-earths-future-and-diverse-career-horizons.txt
https://www.upes.ac.in/faculty/school-of-design/nagesh-lakhan,www.upes.ac.in_faculty_school-of-design_nagesh-lakhan.txt
https://www.upes.ac.in/blog/computer-science/upes-professors-give-insights-on-metaverse-at-pune-design-festival,www.upes.ac.in_blog_computer-science_upes-professors-give-insights-on-metaverse-at-pune-design-festival.txt
https://www.upes.ac.in/faculty/school-of-liberal-studies/abhishek-kumar-singh,www.upes.ac.in_faculty_school-of-liberal-studies_abhishek-kumar-singh.txt
https://www.upes.ac.in/blog/academic-excellence/4-reasons-why-industrial-visits-are-important-for-students,www.upes.ac.in_blog_academic-excellence_4-reasons-why-industrial-visits-are-important-for-students.txt
https://www.upes.ac.in/blog/advanced-engineering/mechatronics-and-the-future-of-engineering,www.upes.ac.in_blog_advanced-engineering_mechatronics-and-the-future-of-engineering.txt
https://www.upes.ac.in/minors-for-school-of-engineering,www.upes.ac.in_minors-for-school-of-engineering.txt
https://www.upes.ac.in/faculty/school-of-health-sciences-and-technology/abhishek-chandra,www.upes.ac.in_faculty_school-of-health-sciences-and-technology_abhishek-chandra.txt
https://www.upes.ac.in/blog/law/upes-school-of-law-organises-adr-fest-madhyastham,www.upes.ac.in_blog_law_upes-school-of-law-organises-adr-fest-madhyastham.txt
https://www.upes.ac.in/faculty/school-of-computer-science/dr-amit-verma,www.upes.ac.in_faculty_school-of-computer-science_dr-amit-verma.txt
https://www.upes.ac.in/school-of-advanced-engineering/btech-engineering/electronics-and-computer-engineering,www.upes.ac.in_school-of-advanced-engineering_btech-engineering_electronics-and-computer-engineering.txt
https://www.upes.ac.in/student-achievements/satvik-goel,www.upes.ac.in_student-achievements_satvik-goel.txt
https://www.upes.ac.in/blog/life-at-campus/7-popular-hangouts-of-upes-students,www.upes.ac.in_blog_life-at-campus_7-popular-hangouts-of-upes-students.txt
https://www.upes.ac.in/faculty/school-of-computer-science/dr-rajib-banerjee,www.upes.ac.in_faculty_school-of-computer-science_dr-rajib-banerjee.txt
https://www.upes.ac.in/faculty/school-of-health-sciences-and-technology/shikha-saxena,www.upes.ac.in_faculty_school-of-health-sciences-and-technology_shikha-saxena.txt
https://www.upes.ac.in/sustainable-development-goals/04,www.upes.ac.in_sustainable-development-goals_04.txt
https://www.upes.ac.in/faculty/school-of-computer-science/milton-kumar,www.upes.ac.in_faculty_school-of-computer-science_milton-kumar.txt
https://www.upes.ac.in/blog/health-sciences-technology/top-benefits-of-pursuing-bpharma-degree,www.upes.ac.in_blog_health-sciences-technology_top-benefits-of-pursuing-bpharma-degree.txt
https://www.upes.ac.in/admissions/bca,www.upes.ac.in_admissions_bca.txt
https://www.upes.ac.in/advisory-board/archie-jackson,www.upes.ac.in_advisory-board_archie-jackson.txt
